"id","name","plot","rating","count_shows","category","poster_url","backdrop_url","duration"
166428,"How to Train Your Dragon: The Hidden World","As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",7.6,208,"U/A","http://image.tmdb.org/t/p/w185//xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg","http://image.tmdb.org/t/p/w780//lFwykSz3Ykj1Q3JXJURnGUTNf1o.jpg",104
537915,"After","A young woman falls for a guy with a dark secret and the two embark on a rocky relationship.",6.5,224,"U/A","http://image.tmdb.org/t/p/w185//u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg","http://image.tmdb.org/t/p/w780//8lESY7UGpOsbL2caib9Qe4bOebF.jpg",106
411728,"The Professor and the Madman","Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the mid 19th century and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum , Dr William Minor.",7.3,188,"U/A","http://image.tmdb.org/t/p/w185//gtGCDLhfjW96qVarwctnuTpGOtD.jpg","http://image.tmdb.org/t/p/w780//zhNfM1CSQqJtIqelwlK9iKtSd9P.jpg",124
456740,"Hellboy","Hellboy comes to England, where he must defeat Nimue, Merlin's consort and the Blood Queen. But their battle will bring about the end of the world, a fate he desperately tries to turn away.",5.2,191,"U/A","http://image.tmdb.org/t/p/w185//bk8LyaMqUtaQ9hUShuvFznQYQKR.jpg","http://image.tmdb.org/t/p/w780//5BkSkNtfrnTuKOtTaZhl8avn4wU.jpg",121
500682,"The Highwaymen","In 1934, Frank Hamer and Manny Gault, two former Texas Rangers, are commissioned to put an end to the wave of vicious crimes perpetrated by Bonnie Parker and Clyde Barrow, a notorious duo of infamous robbers and cold-blooded killers who nevertheless are worshiped by the public.",6.7,157,"U/A","http://image.tmdb.org/t/p/w185//4bRYg4l12yDuJvAfqvUOPnBrxno.jpg","http://image.tmdb.org/t/p/w780//pZ78ksjPlXf3q2EeONN8WdHE03Y.jpg",133
157433,"Pet Sematary","Louis Creed, his wife Rachel and their two children Gage and Ellie move to a rural home where they are welcomed and enlightened about the eerie 'Pet Sematary' located nearby. After the tragedy of their cat being killed by a truck, Louis resorts to burying it in the mysterious pet cemetery, which is definitely not as it seems, as it proves to the Creeds that sometimes dead is better.",5.9,76,"U/A","http://image.tmdb.org/t/p/w185//7SPhr7Qj39vbnfF9O2qHRYaKHAL.jpg","http://image.tmdb.org/t/p/w780//n2aX63BmW7zIKgKJ58e6rKlSsdi.jpg",100
480414,"The Curse of La Llorona","A social worker dealing with the disappearance of two children fears for her own family after beginning the investigation.",5.7,59,"U/A","http://image.tmdb.org/t/p/w185//jhZlXSnFUpNiLAek9EkPrtLEWQI.jpg","http://image.tmdb.org/t/p/w780//u2vGggeMPAkhEtD7bYGfeThsQiM.jpg",93
498580,"Kanchana 3","Kanchana 3 is an UpcomingTamil horror Revenge film directed by Raghava Lawrence, starring himself, Oviya and Vedhika in the leading roles.",6.4,107,"U/A","http://image.tmdb.org/t/p/w185//eV5uk58nNkTIDyn0HF9Hio1YBLX.jpg","http://image.tmdb.org/t/p/w780//6IftJA2bm4IBEGJV1nG7oJzK5TB.jpg",122
441384,"The Beach Bum","An irreverent comedy about the misadventures of Moondog, a rebellious stoner and lovable rogue who lives large.",5.2,142,"U/A","http://image.tmdb.org/t/p/w185//iXMxdC7T0t3dxislnUNybcvJmAH.jpg","http://image.tmdb.org/t/p/w780//1FEwqMqx8w4qQC0IV5HYZkGwiAK.jpg",95
299537,"Captain Marvel","The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",7.1,105,"U/A","http://image.tmdb.org/t/p/w185//AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg","http://image.tmdb.org/t/p/w780//w2PMyoyLU22YvrGK3smVM9fW1jj.jpg",124
458253,"Missing Link","The charismatic Sir Lionel Frost considers himself to be the world's foremost investigator of myths and monsters. Trouble is, none of his small-minded, high-society peers seems to recognize this. Hoping to finally gain acceptance from these fellow adventurers, Sir Lionel travels to the Pacific Northwest to prove the existence of a legendary creature known as the missing link.",7.3,56,"U/A","http://image.tmdb.org/t/p/w185//gEkKHiiQRVUSX15Iwo8VFydXrtu.jpg","http://image.tmdb.org/t/p/w780//ob4XnKBqAh1rg381hayebJx6EkE.jpg",95
477016,"Out of Blue","The hunt for a killer draws a detective into an even larger mystery: the nature of the universe itself. Mike Hoolihan is an unconventional New Orleans cop investigating the murder of renowned astrophysicist Jennifer Rockwell, a black hole expert found shot to death in her observatory.  As Mike tumbles down the rabbit hole of the disturbing, labyrinthine case, she finds herself grappling with increasingly existential questions of quantum mechanics, parallel universes, and exploding stars - cosmic secrets that may hold the key to unraveling the crime, while throwing into doubt her very understanding of reality.  Awash in dreamlike, neo-noir atmosphere, this one-of-a-kind thriller is both a tantalizing whodunnit and a rich, metaphysical mind-bender.",6.2,147,"U/A","http://image.tmdb.org/t/p/w185//k74DaMtAhnjeOGX6LIXsvwMStfK.jpg","http://image.tmdb.org/t/p/w780//ue3yR31JlxevPVGVocWCQLB151R.jpg",110
519238,"Murder Me, Monster","A rural police officer investigates the bizarre case of a headless woman's body. The prime suspect blames the crime on the appearance of a legendary monster.",0,193,"U/A","http://image.tmdb.org/t/p/w185//o6oaiuJpfLDaGgu5TDW10dPxL0x.jpg","http://image.tmdb.org/t/p/w780/null",109
487850,"Asako I & II","College student Asako falls in love at first sight with Baku after meeting at a photography exhibit. Romance sparks between the two but doesn't last long when Baku suddenly disappears from her life. Two years later, she spots a man that bears a striking resemblance to him. Even though it is only his physical similarities to Baku that attracted her to him, she doesn't say so and starts dating the soft-spoken young man called Ryohei.",7.3,43,"U/A","http://image.tmdb.org/t/p/w185//xXcBAhfbQwNf0zamOsNngUedkXS.jpg","http://image.tmdb.org/t/p/w780//qDKmkuJhxJDLJFuUacWLdmya5TN.jpg",119
438146,"Birds of Passage","During the marijuana bonanza, a violent decade that saw the origins of drug trafficking in Colombia, Rapayet and his indigenous Wayuu family get involved in a booming business of selling marijuana to American youth in the 1970s. When greed, passion and honour collide, a fratricidal war breaks out that will put their lives, culture and ancestral traditions at stake.",8.3,42,"U/A","http://image.tmdb.org/t/p/w185//4pTo2Lr9pWjg930BuXyi319u2Jd.jpg","http://image.tmdb.org/t/p/w780//lcarJakzaR8z14GyXvzI0nDYVDH.jpg",125
574370,"I Can Quit Whenever I Want","Pedro, Arturo and Eligio are three college professors who lost their job because of economic crisis. Accidentally they find a solution for all of their problems;  a multi-vitamin that allows them to party all night long without any side effects. The three professors will be launched into the world of nightclubs and the shady business, in order to market the merchandise. Of course, it seems that they are not as prepared for it as they thought.",5.3,60,"U/A","http://image.tmdb.org/t/p/w185//kc7QqM63sQzeZ5vZbLLF5oxO5Nv.jpg","http://image.tmdb.org/t/p/w780/null",98
595266,"Kandasamys The Wedding","Set in Chatsworth, Keeping up with the Kandasamys opens a window into the lifestyle and subculture of modern-day Indian South Africans; their aspirations, dreams and challenges.  Shanti Naidoo and Jennifer Kandasamy are matriarchal rivals of neighbouring families, whose young adult children become romantically involved. And the last thing these two Chatsworth mothers need is to be related to one another!  Well as much as they tried to keep their families apart it turned out we’re invited to the wedding!",0,152,"U/A","http://image.tmdb.org/t/p/w185//bBVLId6pxWG04a0arfpqHQmT0z3.jpg","http://image.tmdb.org/t/p/w780//AamwGzU5N2Ob4nXdQqxoz28Qx71.jpg",98
341735,"The Seagull","At a picturesque lakeside estate, a love triangle unfolds between the legendary diva Irina, her lover Boris, and the ingénue Nina.",5.8,173,"U/A","http://image.tmdb.org/t/p/w185//iInKqA5kdOrLM5KaQp8iOhSl4DK.jpg","http://image.tmdb.org/t/p/w780//lcQP6kgH2qJn84XoE0snlv1vWWU.jpg",98
337676,"Mektoub, My Love: Canto Uno","Amin, an aspiring screenwriter living in Paris, returns home for the summer, to a fishing village in the South of France. It is a time of reconnecting with his family and his childhood friends. Together with his cousin Tony and his best friend Ophélie, he spends his time between the Tunisian restaurant run by his parents, the local bars and the beaches frequented by girls on holiday. Enchanted by the many female characters who surround him, Amin remains in awe of these summer sirens while his dionysiac cousin throws himself into their carnal delights with euphoria. Armed with his camera and guided by the bright simmer light of the Mediterranean coast, Amin pursues his philosophical quest while gathering inspiration for his screenplays. When it comes to love, only Mektoub (‘destiny' in Arabic) can decide.",6.9,89,"U/A","http://image.tmdb.org/t/p/w185//3QtXhIx4GDwDYCVNRW7yTi3PnD6.jpg","http://image.tmdb.org/t/p/w780//3SIUJtpudNA9JbU0QQFp6j2XiuL.jpg",180
595490,"Mehandi Circus","A romantic film directed by Saravana Rajendran, starring Madhampatty Rangaraj and Shweta Tripathi in the lead roles.",0,35,"U/A","http://image.tmdb.org/t/p/w185//y6oPRplYgKqukGoBQbzCmMzYSqu.jpg","http://image.tmdb.org/t/p/w780//7lyvP9kYidlWwBjvIZJcLi5MtDQ.jpg",135
476344,"The Chaperone","In the early 1920s, a Kansas woman finds her life forever changed when she accompanies a young dancer on her fame-seeking journey to New York City.",4,174,"U/A","http://image.tmdb.org/t/p/w185//tu8VIrkJ8LTyrrT9wT9Nhix2VG7.jpg","http://image.tmdb.org/t/p/w780//vIFmal61qtLDEjYoHeN6rzQubjj.jpg",103
482150,"Liz and the Blue Bird","Mizore Yoroizuka and Nozomi Kasaki are two close friends who are part of the Kitauji High School music club. Quiet and reserved Yoroizuka plays the oboe while lively and popular Kasaki plays the flute. The group has decided to play Liz and the Blue Bird, a song inspired on a fairy tale about the relationship between a girl and a bird. The musical piece puts both Mizore and Nozomi on the spotlight due to a solo part by Yoroizuka and forces the two girls to reexamine their friendship.",7.4,98,"U/A","http://image.tmdb.org/t/p/w185//d9StaP2yTZveCHgSIeaTs6gR802.jpg","http://image.tmdb.org/t/p/w780//hGp9UXEl8jOrkfSBQuQFJaswLeH.jpg",90
595495,"Alaudhinin Arputha Camera","A drama film directed by Naveen Shaik Davood.",0,46,"U/A","http://image.tmdb.org/t/p/w185//qdjCd1r8BQkDUSIRNfxtpue98Sh.jpg","http://image.tmdb.org/t/p/w780//broH5eS3vG2dA3MJe83Tgd6nu7p.jpg",122
354279,"Charming","Three fairy tale princesses find themselves engaged to the same guy, Prince Charming.",5.9,122,"U/A","http://image.tmdb.org/t/p/w185//yayzDar0dL3AvNoP1vPDFtinNYc.jpg","http://image.tmdb.org/t/p/w780//5ntur0jfQOvOZI4QQJWgBq2Xg5C.jpg",90
503706,"The Haunting of Sharon Tate","Pregnant with director Roman Polanski's child and awaiting his return from Europe, 26-year-old Hollywood actress Sharon Tate becomes plagued by visions of her imminent death.",4.6,91,"U/A","http://image.tmdb.org/t/p/w185//qzIQjfKmrTKf25y3N3VU88bFn8H.jpg","http://image.tmdb.org/t/p/w780//7OsMTSVI9pfurIsaOrGPW7cxqgk.jpg",94
525763,"Surrealistic Nightmares: An In-depth Look at Walloon Horror Cinema","After researching the Flemish horror cinema in ""Forgotten Scares"", director Steve De Roover - with the help of co-director Jérôme Vandewattyne (Spit'N'Split) - digs deeper in the follow-up documentary ""Surrealistic Nightmares"" and shows the beginning of Walloon horror cinema in the '20s (!) and how the genre evolved during the following years. Through unique experiences from the original cast and crew, horror experts and various genre journalists, a broad and in-depth picture is painted about the one-of-a-kind horror legacy from the French side of Belgium, without forgetting the difficult cinema landscape of this small country with two very different languages. ""Surrealistic Nightmares: An In-depth Look at Walloon Horror Cinema"" is illustrated by exclusive behind the scene footage, famous film scenes and loads of original promotional artwork.",0,198,"U/A","http://image.tmdb.org/t/p/w185//5VxpwVlONXgGrZ6dfpDfwZlaMc.jpg","http://image.tmdb.org/t/p/w780/null",95
502897,"Leto","Leningrad, one summer in the early eighties. Smuggling LP’s by Lou Reed and David Bowie, the underground rock scene is boiling ahead of the Perestroika. Mike and his beautiful wife Natasha meet with young Viktor Tsoï. Together with friends, they will change the destiny of rock’n’roll in the Soviet Union.",7.8,73,"U/A","http://image.tmdb.org/t/p/w185//syl3gKnmGEmV20ObA8JHxPU8RvQ.jpg","http://image.tmdb.org/t/p/w780//lUyn54M9fNg0qPx6wulSQraqBvz.jpg",126
595565,"Twice the Dream","After years of being forced to live their mother's aspirations, Amber and Sam Bradshaw are offered an opportunity to chase their own dream of becoming musicians. Upon this quest, a family tragedy strikes. In the wake of this tragedy, they discover that it is their dreams that hold the family together.",0,57,"U/A","http://image.tmdb.org/t/p/w185/null","http://image.tmdb.org/t/p/w780/null",101
280217,"The Lego Movie 2: The Second Part","It's been five years since everything was awesome and the citizens are facing a huge new threat: LEGO DUPLO® invaders from outer space, wrecking everything faster than they can rebuild.",6.7,35,"U/A","http://image.tmdb.org/t/p/w185//QTESAsBVZwjtGJNDP7utiGV37z.jpg","http://image.tmdb.org/t/p/w780//8kPozGb4BDrcWBSsGPrkULG2tP9.jpg",106
376865,"High Life","Monte and his baby daughter are the last survivors of a damned and dangerous mission to the outer reaches of the solar system. They must now rely on each other to survive as they hurtle toward the oblivion of a black hole.",6.2,211,"U/A","http://image.tmdb.org/t/p/w185//wElOvH7H6sLElsTOLu1MY6oWRUx.jpg","http://image.tmdb.org/t/p/w780//6gHdAO1Lvk9bjzhY4hX3wVRkAhF.jpg",113
438650,"Cold Pursuit","Nels Coxman's quiet life comes crashing down when his beloved son dies under mysterious circumstances. His search for the truth soon becomes a quest for revenge as he seeks coldblooded justice against a drug lord and his inner circle.",5.2,106,"U/A","http://image.tmdb.org/t/p/w185//hXgmWPd1SuujRZ4QnKLzrj79PAw.jpg","http://image.tmdb.org/t/p/w780//7Wg6FOEvhduISlxSzSCutAl4lPq.jpg",118
491418,"Instant Family","When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child but when they meet three siblings, including a rebellious 15 year old girl, they find themselves speeding from zero to three kids overnight.",7.5,220,"U/A","http://image.tmdb.org/t/p/w185//dic3GdmMpxxfkCQfvZnasb5ZkSG.jpg","http://image.tmdb.org/t/p/w780//lwICpzZudw8BZ0bODaHgRWCdioB.jpg",118
399361,"Triple Frontier","Struggling to make ends meet, former special ops soldiers reunite for a high-stakes heist: stealing $75 million from a South American drug lord.",6.2,98,"U/A","http://image.tmdb.org/t/p/w185//aBw8zYuAljVM1FeK5bZKITPH8ZD.jpg","http://image.tmdb.org/t/p/w780//s9I2LmQMYCanl6DvC3X1AOHs2r8.jpg",126
576071,"Unplanned","As one of the youngest Planned Parenthood clinic directors in the nation, Abby Johnson was involved in upwards of 22,000 abortions and counseled countless women on their reproductive choices. Her passion surrounding a woman's right to choose led her to become a spokesperson for Planned Parenthood, fighting to enact legislation for the cause she so deeply believed in. Until the day she saw something that changed everything.",5.9,175,"U/A","http://image.tmdb.org/t/p/w185//hQvf3RHgmp4XXXl2y6zhMe4G4kg.jpg","http://image.tmdb.org/t/p/w780//tgjwS3oh53biNsNuzRKUjUVdXAE.jpg",106
527641,"Five Feet Apart","Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control -- all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness.",8.2,33,"U/A","http://image.tmdb.org/t/p/w185//kreTuJBkUjVWePRfhHZuYfhNE1T.jpg","http://image.tmdb.org/t/p/w780//d7wa3VpUpKDQ7GG9EMw8zSJCFoI.jpg",116
514439,"Breakthrough","When he was 14, Smith drowned in Lake St. Louis and was dead for nearly an hour. According to reports at the time, CPR was performed 27 minutes to no avail. Then the youth's mother, Joyce Smith, entered the room, praying loudly. Suddenly, there was a pulse, and Smith came around.",7.3,63,"U/A","http://image.tmdb.org/t/p/w185//t58dx7JIgchr9If5uxn3NmHaHoS.jpg","http://image.tmdb.org/t/p/w780//6jaNHf9ja84YG3KWMDK1nOnvGDg.jpg",116
440161,"The Sisters Brothers","Oregon, 1851. Hermann Kermit Warm, a chemist and aspiring gold prospector, keeps a profitable secret that the Commodore wants to know, so he sends the Sisters brothers, two notorious assassins, to capture him on his way to California.",7,147,"U/A","http://image.tmdb.org/t/p/w185//7Tl2nZ6uvmxwK14Skbf9VFHEHpX.jpg","http://image.tmdb.org/t/p/w780//iOa6iD7t7nv6wghPuMdZCaQSDJh.jpg",122
490132,"Green Book","Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",8.3,162,"U/A","http://image.tmdb.org/t/p/w185//7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg","http://image.tmdb.org/t/p/w780//78PjwaykLY2QqhMfWRDvmfbC6EV.jpg",130
361292,"Suspiria","A darkness swirls at the center of a world-renowned dance company, one that will engulf the troupe's artistic director, an ambitious young dancer and a grieving psychotherapist. Some will succumb to the nightmare, others will finally wake up.",7.1,168,"U/A","http://image.tmdb.org/t/p/w185//dzWTnkert9EoiPWldWJ15dnfAFl.jpg","http://image.tmdb.org/t/p/w780//AmO8I38bkHwKhgxPNrd6djBQyPU.jpg",152
429197,"Vice","George W. Bush picks Dick Cheney, the CEO of Halliburton Co., to be his Republican running mate in the 2000 presidential election. No stranger to politics, Cheney's impressive résumé includes stints as White House chief of staff, House Minority Whip and defense secretary. When Bush wins by a narrow margin, Cheney begins to use his newfound power to help reshape the country and the world.",7.1,192,"U/A","http://image.tmdb.org/t/p/w185//1gCab6rNv1r6V64cwsU4oEr649Y.jpg","http://image.tmdb.org/t/p/w780//7TTlvADXSxg0yzlGTZFExmw4TSC.jpg",132
553141,"The Head Hunter","On the outskirts of a kingdom, a quiet but fierce medieval warrior protects the realm from monsters and the occult. His gruesome collection of heads is missing only one - the monster that killed his daughter years ago. Driven by a thirst for revenge, he travels wild expanses on horseback. When his second chance arrives, it’s in a way far more horrifying than he ever imagined.",5,41,"U/A","http://image.tmdb.org/t/p/w185//ol0DSLOIN8Rq1BcWDTsk6NNwas6.jpg","http://image.tmdb.org/t/p/w780//hgfWu52a8HvC5R4gGbXFRGcC8d4.jpg",72
449985,"Triple Threat","A crime syndicate places a hit on a billionaire's daughter, making her the target of an elite assassin squad. A small band of down-and-out mercenaries protects her, fighting tooth and nail to stop the assassins from reaching their target.",5.6,104,"U/A","http://image.tmdb.org/t/p/w185//cSpM3QxmoSLp4O1WAMQpUDcaB7R.jpg","http://image.tmdb.org/t/p/w780//2f8fkWSWOVcTlWforoVpsuaCiwI.jpg",96
339380,"On the Basis of Sex","Young lawyer Ruth Bader Ginsburg teams with her husband Marty to bring a groundbreaking case before the U.S. Court of Appeals and overturn a century of sex discrimination.",7.4,214,"U/A","http://image.tmdb.org/t/p/w185//izY9Le3QWtu7xkHq7bjJnuE5yGI.jpg","http://image.tmdb.org/t/p/w780//3lZuky17k1ihovh6mvFyGfgLIi4.jpg",120
500904,"A Vigilante","A once abused woman, Sadie, devotes herself to ridding victims of their domestic abusers while hunting down the husband she must kill to truly be free.",4.6,159,"U/A","http://image.tmdb.org/t/p/w185//avoKZfgBzyBGJsrAr2WQOwZK978.jpg","http://image.tmdb.org/t/p/w780//kReEky4XRCAq22H5V37kDcNY9dj.jpg",91
450001,"Master Z: Ip Man Legacy","After being defeated by Ip Man, Cheung Tin Chi is attempting to keep a low profile. While going about his business, he gets into a fight with a foreigner by the name of Davidson, who is a big boss behind the bar district. Tin Chi fights hard with Wing Chun and earns respect.",5.1,139,"U/A","http://image.tmdb.org/t/p/w185//nkCoAik5I4j3Gkd2upj9xv4F0QN.jpg","http://image.tmdb.org/t/p/w780//grtVFGJ4ts0nDAPpc1JWbBoVKTu.jpg",107
300681,"Replicas","A scientist becomes obsessed with returning his family to normalcy after a terrible accident.",5.6,73,"U/A","http://image.tmdb.org/t/p/w185//hhPBTAn9b4TYOxc1JYNsX4BFAlW.jpg","http://image.tmdb.org/t/p/w780//sHPfBVFq7dlnXCz1zFdbEdwcBDJ.jpg",107
508763,"A Dog's Way Home","A Dog’s Way Home chronicles the heartwarming adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human.",6.5,169,"U/A","http://image.tmdb.org/t/p/w185//pZn87R7gtmMCGGO8KeaAfZDhXLg.jpg","http://image.tmdb.org/t/p/w780//w7MsyOpP003FYhsiTgVHa3rNsrz.jpg",96
527729,"Asterix: The Secret of the Magic Potion","Following a fall during mistletoe picking, Druid Getafix decides that it is time to secure the future of the village. Accompanied by Asterix and Obelix, he undertakes to travel the Gallic world in search of a talented young druid to transmit the Secret of the Magic Potion.",7,87,"U/A","http://image.tmdb.org/t/p/w185//wmMq5ypRNJbWpdhC9aPjpdx1MMp.jpg","http://image.tmdb.org/t/p/w780//9cPMIuB2tv4IP0LbeNhrK5OyDy5.jpg",85
400157,"Wonder Park","The story of a magnificent amusement park where the imagination of a wildly creative girl named June comes alive.",6.1,168,"U/A","http://image.tmdb.org/t/p/w185//8KomINZhIuJeB4oB7k7tkq8tmE.jpg","http://image.tmdb.org/t/p/w780//nJyAdKPnW15IAvC6sLBTE0lp6Dv.jpg",86
526050,"Little","A woman receives the chance to relive the life of her younger self, at a point in her life when the pressures of adulthood become too much for her to bear.",5.8,152,"U/A","http://image.tmdb.org/t/p/w185//4MDB6jJl3U7xK1Gw64zIqt9pQA4.jpg","http://image.tmdb.org/t/p/w780//tmM78qRhpg0i2Cky8Q8hXKASOXY.jpg",108
399402,"Hunter Killer","Captain Glass of the USS “Arkansas” discovers that a coup d'état is taking place in Russia, so he and his crew join an elite group working on the ground to prevent a war.",6.2,71,"U/A","http://image.tmdb.org/t/p/w185//a0j18XNVhP4RcW3wXwsqT0kVoQm.jpg","http://image.tmdb.org/t/p/w780//gCIB3DdK00DyfwosVGf7pnFFdK3.jpg",122
429471,"Captive State","Nearly a decade after occupation by an extraterrestrial force, the lives of a Chicago neighborhood on both sides of the conflict are explored.",4.7,99,"U/A","http://image.tmdb.org/t/p/w185//wB24P3QGGoAkEyBzTEb5s4lFY7N.jpg","http://image.tmdb.org/t/p/w780//6IZ84KFhNpy6htsJmwFVuK30pyp.jpg",110
351044,"Welcome to Marwen","When a devastating attack shatters Mark Hogancamp and wipes away all memories, no one expected recovery. Putting together pieces from his old and new life, Mark meticulously creates a wondrous town named Marwen where he can heal and be heroic. As he builds an astonishing art installation — a testament to the most powerful women he knows — through his fantasy world, he draws strength to triumph in the real one.",6.5,37,"U/A","http://image.tmdb.org/t/p/w185//o45VIAUYDcVCGuzd43l8Sr5Dfti.jpg","http://image.tmdb.org/t/p/w780//q9hnJ9SzwcF30seRtXEzLd5l1gw.jpg",116
500852,"Miss Bala","Gloria finds a power she never knew she had when she is drawn into a dangerous world of cross-border crime. Surviving will require all of her cunning, inventiveness, and strength.",6.7,130,"U/A","http://image.tmdb.org/t/p/w185//ae9yrSAS7nLZPbbkOm61pSuIqeo.jpg","http://image.tmdb.org/t/p/w780//5OoR3aVpxXluSCe9P5mhqOa36Gb.jpg",104
453755,"Arctic","A man stranded in the Arctic is finally about to receive his long awaited rescue. However, after a tragic accident, his opportunity is lost and he must then decide whether to remain in the relative safety of his camp or embark on a deadly trek through the unknown for potential salvation.",7,99,"U/A","http://image.tmdb.org/t/p/w185//w9GVlRteCgY103DN8CdFik3HUhO.jpg","http://image.tmdb.org/t/p/w780//adNNHvX31BATsQjSBurupj0gt30.jpg",98
